priority,topic,modality,tag,idx,trigger,stem,description,search_terms,svg_feasible,svg,error
1,Geriatric Emergency Medicine,ECG,Hazzard,1848,ECG shows,"A 77-year-old man with diabetes, CAD, and depression presents to the ED with dizziness and weakness. Medications include metformin, atorvastatin, metoprolol 100 mg BID, lisinopril,",ECG showing bradycardia with signs of beta-blocker toxicity or overdose in an elderly patient on high-dose metoprolol.,sinus bradycardia ECG | beta blocker toxicity ECG | symptomatic bradycardia elderly | metoprolol overdose ECG | bradycardia with first degree AV block,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><style>.ecg{fill:none;stroke:#000;stroke-width:1.5}.grid{stroke:#f99;stroke-width:0.3}.label{font-family:Arial;font-size:12px}</style><defs><pattern id='grid' width='10' height='10' patternUnits='userSpaceOnUse'><path d='M 10 0 L 0 0 0 10' class='grid'/></pattern></defs><rect width='600' height='200' fill='url(#grid)'/><path class='ecg' d='M20,100 L80,100 L82,95 L84,100 L86,85 L88,140 L92,30 L94,100 L96,105 L100,100 L260,100 L262,95 L264,100 L266,85 L268,140 L272,30 L274,100 L276,105 L280,100 L440,100 L442,95 L444,100 L446,85 L448,140 L452,30 L454,100 L456,105 L460,100 L580,100'/><text x='10' y='20' class='label'>Lead II - Sinus Bradycardia</text><text x='10' y='190' class='label'>Rate: ~40 bpm | Prolonged PR interval (~240 ms)</text><line x1='80' y1='180' x2='260' y2='180' stroke='#000' stroke-width='1'/><text x='150' y='195' class='label' text-anchor='middle'>1500 ms</text></svg>",
1,COPD & Pulmonary,CXR,Hazzard,2637,CXR shows,"An 84-year-old nursing home resident with severe COPD, moderate vascular dementia (MMSE 18), and CKD stage 4 (eGFR 22) is brought to the ED with acute dyspnea. He appears uncomfort","Chest X-ray showing hyperinflated lungs with flattened diaphragms, increased retrosternal airspace, and possibly an acute process like pneumonia or pneumothorax in a patient with severe COPD.",severe COPD chest X-ray hyperinflation | COPD flattened diaphragm CXR | emphysema hyperinflation pneumonia | COPD acute exacerbation chest radiograph,False,,
1,COPD & Pulmonary,CXR,Hazzard,2634,CXR shows,A 78-year-old man with severe COPD (FEV1 35% predicted) presents to the ED with acute dyspnea and confusion. His daughter reports he has been increasingly forgetful over 2 days and,"Chest X-ray showing hyperinflated lungs with flattened diaphragms, increased retrosternal airspace, and bullae consistent with severe COPD, possibly with signs of hypercapnic respiratory failure.",severe COPD chest xray flattened diaphragm | hyperinflated lungs emphysema CXR | COPD bullae hyperinflation chest radiograph | emphysema flattened hemidiaphragm xray,False,,
1,Geriatric Emergency Medicine,ECG,Hazzard,1854,ECG shows,An 81-year-old man presents to the ED with progressive dyspnea and leg edema over 2 weeks. He recently started seeing a new cardiologist who added spironolactone 25 mg daily to his,"ECG showing tall, peaked T waves characteristic of hyperkalemia in a patient on spironolactone.",hyperkalemia ECG peaked T waves | hyperkalemia tall tented T waves ECG | spironolactone hyperkalemia ECG | peaked T waves potassium ECG,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect fill='#fff' width='600' height='200'/><defs><pattern id='grid' width='5' height='5' patternUnits='userSpaceOnUse'><path d='M 5 0 L 0 0 0 5' fill='none' stroke='#ffcccc' stroke-width='0.3'/></pattern><pattern id='gridBold' width='25' height='25' patternUnits='userSpaceOnUse'><path d='M 25 0 L 0 0 0 25' fill='none' stroke='#ffaaaa' stroke-width='0.5'/></pattern></defs><rect width='600' height='200' fill='url(#grid)'/><rect width='600' height='200' fill='url(#gridBold)'/><path d='M 20 100 L 80 100 L 85 98 L 90 50 L 95 98 L 100 102 L 105 104 L 120 104 L 125 106 L 130 115 L 135 125 L 140 115 L 145 106 L 150 104 L 165 104 L 170 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 170 100 L 230 100 L 235 98 L 240 50 L 245 98 L 250 102 L 255 104 L 270 104 L 275 106 L 280 115 L 285 125 L 290 115 L 295 106 L 300 104 L 315 104 L 320 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 320 100 L 380 100 L 385 98 L 390 50 L 395 98 L 400 102 L 405 104 L 420 104 L 425 106 L 430 115 L 435 125 L 440 115 L 445 106 L 450 104 L 465 104 L 470 100 L 530 100' stroke='#000' stroke-width='1.5' fill='none'/><text x='300' y='25' text-anchor='middle' font-family='Arial' font-size='14' font-weight='bold'>Hyperkalemia - Peaked T Waves</text><text x='50' y='195' font-family='Arial' font-size='10'>Lead II</text><path d='M 125 20 L 125 30 M 120 25 L 130 25' stroke='#000' stroke-width='1' fill='none'/><text x='140' y='28' font-family='Arial' font-size='9'>Tall, narrow,</text><text x='140' y='38' font-family='Arial' font-size='9'>peaked T wave</text></svg>",
1,Geriatric Emergency Medicine,CT/MRI,Hazzard,2409,CT head shows,A 76-year-old man with mild cognitive impairment (MMSE 23) is brought to the ED 6 hours after falling down stairs at home. CT head shows a 3mm subdural hematoma without midline shi,CT head showing a small acute subdural hematoma (crescent-shaped hyperdense collection) along the cerebral convexity without midline shift or mass effect.,small acute subdural hematoma CT | 3mm subdural hematoma CT head | crescent subdural hematoma no midline shift | acute SDH elderly CT brain | thin subdural hematoma convexity CT,False,,
1,COPD & Pulmonary,CXR,Hazzard,2657,CXR shows,"An 82-year-old woman with COPD (FEV1 38%), depression, and recent hip fracture (3 weeks post-repair) is transferred from rehabilitation to ED with worsening dyspnea. She's been rec","Chest X-ray showing hyperinflated lungs with flattened diaphragms consistent with severe COPD, with or without findings suggestive of pulmonary embolism such as oligemia, Hampton's hump, or Westermark sign",COPD chest x-ray hyperinflation flattened diaphragm | pulmonary embolism CXR Hampton hump | severe emphysema chest radiograph | PE chest x-ray Westermark sign | COPD pulmonary embolism CXR,False,,
1,Geriatric Emergency Medicine,ECG,Harrison,3065,ECG shows,"An 84-year-old man with NYHA III heart failure (EF 30%), CKD stage 4 (eGFR 22), and moderate frailty (CFS 6) presents to the ED with confusion and hypotension. His daughter reports","ECG showing characteristic findings of severe hyperkalemia with widened QRS complexes, peaked T waves, and sine wave pattern in a patient with advanced CKD.",severe hyperkalemia ECG | hyperkalemia sine wave pattern ECG | widened QRS peaked T waves hyperkalemia | hyperkalemia CKD ECG | life-threatening hyperkalemia ECG,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect fill='#fff' width='600' height='200'/><defs><pattern id='grid' width='5' height='5' patternUnits='userSpaceOnUse'><path d='M 5 0 L 0 0 0 5' fill='none' stroke='#fdd' stroke-width='0.5'/></pattern><pattern id='gridMajor' width='25' height='25' patternUnits='userSpaceOnUse'><path d='M 25 0 L 0 0 0 25' fill='none' stroke='#fbb' stroke-width='0.8'/></pattern></defs><rect width='600' height='200' fill='url(#grid)'/><rect width='600' height='200' fill='url(#gridMajor)'/><text x='10' y='15' font-family='Arial' font-size='12' font-weight='bold'>Severe Hyperkalemia - Sine Wave Pattern</text><path d='M 30 100 Q 50 100 70 85 Q 90 70 110 85 Q 125 95 140 100 Q 155 105 170 115 Q 185 130 200 115 Q 215 105 230 100 Q 245 95 260 85 Q 280 70 300 85 Q 315 95 330 100 Q 345 105 360 115 Q 375 130 390 115 Q 405 105 420 100 Q 435 95 450 85 Q 470 70 490 85 Q 505 95 520 100 Q 535 105 550 115 Q 565 130 575 120' fill='none' stroke='#000' stroke-width='2.5'/><text x='10' y='195' font-family='Arial' font-size='10' fill='#666'>Wide QRS (>0.12s), peaked T waves, loss of P waves, sine wave morphology</text></svg>",
1,COPD & Pulmonary,CXR,Harrison,2936,CXR shows,"A 75-year-old man with COPD, diabetes, and mild dementia presents from his assisted living facility with confusion and dyspnea. His aide reports he's been using his rescue inhaler ","Chest X-ray showing hyperinflation with flattened diaphragms, increased retrosternal airspace, and possible infiltrate or pneumonia in a COPD patient",COPD pneumonia chest xray | COPD exacerbation infiltrate CXR | hyperinflation flattened diaphragm pneumonia | COPD with consolidation chest radiograph,False,,
1,COPD & Pulmonary,CXR,Harrison,2942,CXR shows,An 85-year-old man with severe COPD (on 2L home oxygen) and frailty (Clinical Frailty Scale 6) presents with 2 weeks of worsening dyspnea. He's had 3 admissions in 6 months. He can,"Chest X-ray showing severe COPD with hyperinflation, flattened hemidiaphragms, increased retrosternal airspace, and bullae in an elderly patient with end-stage disease",severe COPD chest X-ray hyperinflation | end-stage emphysema CXR flattened diaphragms | advanced COPD radiograph bullae | severe emphysema chest X-ray hyperexpanded lungs,False,,
1,Geriatric Emergency Medicine,EEG,Hazzard,2419,EEG shows left temporal sharp waves. MRI reveals,An 83-year-old man with CKD stage 3b (eGFR 42) and remote TBI (motorcycle accident age 25) presents with first-ever seizure. Wife reports increasing forgetfulness over 2 years. EEG,EEG showing periodic lateralized epileptiform discharges (PLEDs) or lateralized periodic discharges (LPDs) suggestive of focal structural brain lesion from remote traumatic brain injury.,PLEDs EEG periodic lateralized epileptiform discharges | lateralized periodic discharges LPDs EEG | focal seizure EEG periodic discharges traumatic brain injury | EEG sharp waves periodic discharges structural lesion,True,<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect width='600' height='200' fill='#fefefe'/><text x='10' y='15' font-family='Arial' font-size='12' font-weight='bold'>Left Hemisphere (F3-C3)</text><line x1='30' y1='30' x2='30' y2='80' stroke='#999' stroke-width='0.5'/><path d='M 30 55 L 60 55 L 70 25 L 75 70 L 80 55 L 130 55 L 140 25 L 145 70 L 150 55 L 200 55 L 210 25 L 215 70 L 220 55 L 270 55 L 280 25 L 285 70 L 290 55 L 340 55 L 350 25 L 355 70 L 360 55 L 410 55 L 420 25 L 425 70 L 430 55 L 480 55 L 490 25 L 495 70 L 500 55 L 570 55' stroke='#c00' stroke-width='1.5' fill='none'/><text x='10' y='105' font-family='Arial' font-size='12' font-weight='bold'>Right Hemisphere (F4-C4)</text><line x1='30' y1='120' x2='30' y2='170' stroke='#999' stroke-width='0.5'/><path d='M 30 145 L 570 145' stroke='#00a' stroke-width='1.2' fill='none'/><path d='M 140 145 Q 145 140 150 145 M 240 143 Q 245 140 250 143 M 340 144 Q 345 141 350 144 M 440 145 Q 445 142 450 145' stroke='#00a' stroke-width='1.2' fill='none'/><line x1='30' y1='185' x2='570' y2='185' stroke='#333' stroke-width='1'/><path d='M 30 185 L 30 180 M 130 185 L 130 180 M 230 185 L 230 180 M 330 185 L 330 180 M 430 185 L 430 180 M 530 185 L 530 180' stroke='#333' stroke-width='1'/><text x='75' y='198' font-family='Arial' font-size='10' fill='#333'>1 sec</text><text x='575' y='15' font-family='Arial' font-size='10' fill='#666'>50 μV</text><text x='500' y='110' font-family='Arial' font-size='11' fill='#c00' font-weight='bold'>PLEDs</text></svg>,
1,Geriatric Emergency Medicine,EEG,Harrison,3075,EEG shows,"An 86-year-old nursing home resident with advanced Parkinson's disease, dysphagia, and frequent falls is admitted with distributive shock from aspiration pneumonia. CrCl 42 mL/min.",EEG showing generalized periodic discharges with triphasic morphology consistent with metabolic encephalopathy in the setting of uremia and sepsis.,triphasic waves EEG | metabolic encephalopathy EEG | uremic encephalopathy EEG | generalized periodic discharges triphasic | GPDs triphasic morphology EEG,True,<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='20' height='20' patternUnits='userSpaceOnUse'><path d='M 20 0 L 0 0 0 20' fill='none' stroke='#fdd' stroke-width='0.5'/></pattern></defs><rect width='600' height='200' fill='#fff'/><rect width='600' height='200' fill='url(#grid)'/><text x='10' y='15' font-family='Arial' font-size='12' fill='#000'>Fp1-F3</text><line x1='0' y1='100' x2='600' y2='100' stroke='#000' stroke-width='0.5' opacity='0.3'/><path d='M 50 100 L 60 95 L 70 70 L 80 40 L 90 70 L 100 110 L 110 100 L 150 100 L 160 95 L 170 70 L 180 40 L 190 70 L 200 110 L 210 100 L 250 100 L 260 95 L 270 70 L 280 40 L 290 70 L 300 110 L 310 100 L 350 100 L 360 95 L 370 70 L 380 40 L 390 70 L 400 110 L 410 100 L 450 100 L 460 95 L 470 70 L 480 40 L 490 70 L 500 110 L 510 100 L 550 100' stroke='#000' stroke-width='1.5' fill='none'/><text x='10' y='185' font-family='Arial' font-size='10' fill='#666'>1 sec</text><line x1='10' y1='190' x2='60' y2='190' stroke='#666' stroke-width='1'/><line x1='10' y1='188' x2='10' y2='192' stroke='#666' stroke-width='1'/><line x1='60' y1='188' x2='60' y2='192' stroke='#666' stroke-width='1'/><text x='520' y='185' font-family='Arial' font-size='10' fill='#666'>50 μV</text><line x1='580' y1='160' x2='580' y2='190' stroke='#666' stroke-width='1'/><line x1='578' y1='160' x2='582' y2='160' stroke='#666' stroke-width='1'/><line x1='578' y1='190' x2='582' y2='190' stroke='#666' stroke-width='1'/></svg>,
1,COPD & Pulmonary,CXR,Harrison,2945,CXR shows,"An 83-year-old nursing home resident with severe COPD, moderate Alzheimer's disease, and recurrent aspirations is brought in with fever and hypoxia. CXR shows RLL consolidation. He","Chest X-ray showing right lower lobe consolidation in a patient with severe COPD, demonstrating hyperinflated lungs with flattened diaphragms and increased AP diameter along with focal airspace opacification in the right lower lobe consistent with aspiration pneumonia.",right lower lobe pneumonia CXR | aspiration pneumonia right lower lobe chest xray | RLL consolidation COPD hyperinflation | aspiration pneumonia COPD chest radiograph | right lower lobe infiltrate flattened diaphragm,False,,
1,Chronic Kidney Disease,CXR,Harrison,2962,CXR shows,"A 77-year-old woman with CKD stage 3b (CrCl 38 mL/min) and recurrent UTIs is prescribed nitrofurantoin 100mg BID for cystitis prophylaxis by her urologist. Two months later, she pr",Chest X-ray showing bilateral interstitial infiltrates with a reticular or ground-glass pattern consistent with nitrofurantoin-induced pulmonary toxicity in a patient with chronic kidney disease,nitrofurantoin pulmonary toxicity CXR | drug-induced interstitial pneumonitis chest xray | nitrofurantoin lung toxicity bilateral infiltrates | chronic interstitial pneumonitis CXR reticular,False,,
1,Chronic Kidney Disease,CXR,Harrison,3098,CXR shows,"An 85-year-old woman with advanced COPD on 2L home oxygen, CKD stage 3b (eGFR 36), and frailty (meets 4/5 Fried criteria) presents with 3 days of worsening dyspnea and cough. She l",Chest X-ray showing pulmonary edema with bilateral perihilar infiltrates (butterfly pattern) and pleural effusions in a patient with fluid overload from chronic kidney disease,pulmonary edema CXR bilateral | uremic pulmonary edema chest xray | butterfly pattern pulmonary edema | CKD pulmonary edema pleural effusion | cardiogenic pulmonary edema bilateral infiltrates,False,,
1,Chronic Kidney Disease,CXR+US,Harrison,3106,CXR shows,"An 81-year-old man with COPD, CKD stage 3a, and depression is admitted with acute dyspnea. CXR shows pulmonary edema. He's never had heart problems. Echo reveals EF 25% with global","Chest X-ray showing bilateral pulmonary edema with interstitial markings, Kerley B lines, and perihilar infiltrates consistent with acute heart failure in a patient with newly diagnosed cardiomyopathy.",pulmonary edema chest xray | cardiogenic pulmonary edema CXR | acute heart failure chest radiograph bilateral infiltrates | Kerley B lines pulmonary edema | bat wing pulmonary edema,False,,
